,Unnamed: 0,name,handi,move,shaperate,shapelog,wrbefore,wrafter,wrdiff,trbefore,trafter,trdiff,dist1b,ownbefore,ownafter,owndiff,trstbefore,trstafter,trstdiff,dist01,dist02,dist21,dist0b,dist2b,bdec30,wdec30,own2before,own2after,own2diff,bdecav,wdecav,label
512,512,Tak07_cho_0328_7,3,61,0.001376987900584936,-6.587856846068023,0.8641670810226785,0.5458023255101099,-0.3183647555125686,18.796049450109102,8.161336023676911,-10.634713426432187,3.1622776601683795,-0.6391966735042233,-0.7015707984499626,0.06237412494573935,27.537627245833058,28.62514978992962,1.087522544096558,3.1622776601683795,3.1622776601683795,0.0,3.1622776601683795,3.1622776601683795,0,5,0.2349480440147071,-0.059785590014642814,-0.9365188424646698,0.001049338200049349,0.002286086012899813,5
513,513,Yam13_cho_0316_2,4,29,0.0026244916953146453,-5.942868041569308,0.9948119317691122,0.9946289994845532,-0.000182932284559012,35.40723007440374,29.79907298342453,-5.608157090979216,5.0,0.1517664116449404,-0.0806500598118606,0.23241647145680103,19.30376825684416,18.20208761343792,-1.1016806434062438,5.656854249492381,5.656854249492381,0.0,5.0,5.0,1,2,0.08892408213210475,-0.4149094921724713,-0.16957414194396536,0.099466793120899,0.10138998614261037,9
514,514,Yam13_cho_0316_2,4,19,0.0009349084575660528,-6.975061939815194,0.9970391454843752,0.9973289708936612,0.0002898254092861263,43.73893227685283,38.604029743977044,-5.134902532875786,5.0990195135927845,-0.13245628782985416,0.004986640606241541,-0.1374429284360957,19.08702265408114,15.046185772112446,-4.040836881968694,2.8284271247461903,2.8284271247461903,0.0,5.0990195135927845,5.0990195135927845,0,1,0.30588873721309623,0.4091880428247359,-0.3009020966068547,0.009694513338151356,0.0012241509215531465,6
515,515,Yam13_cho_0316_2,4,41,0.012680829502642156,-4.3676639139232885,0.9968043353194808,0.08885477545705732,-0.9079495598624234,32.10015867729339,-4.355754742019149,-36.45591341931255,5.656854249492381,0.9931972081305424,-0.9899671608025934,1.983164368933136,15.028947527053216,8.631193809262907,-6.397753717790308,5.0,5.0,0.0,5.656854249492381,5.656854249492381,3,4,-0.029059815683169368,-0.3534342299216072,-0.960907345119424,-0.02330097034019099,0.007249110170820472,8
516,516,Yam13_cho_0316_2,4,57,0.0014376814942806961,-6.54472353637158,0.01565483129036993,0.0029686802057622423,-0.012686151084607687,-6.547940106950816,-9.276081316039539,-2.7281412090887263,6.708203932499369,0.9930035921643664,0.9973713240355244,-0.004367731871157909,7.03572513990872,5.9318707290623545,-1.103854410846366,2.8284271247461903,2.8284271247461903,0.0,6.708203932499369,6.708203932499369,2,1,0.4493357205337495,0.4987078744675987,0.5480356035017749,0.05609820365871147,0.0044683981312681476,2
517,517,Yam13_cho_0316_2,4,3,0.009888683445751669,-4.616364261950731,0.997165195229357,0.9969017024560716,-0.000263492773285412,44.487600519604555,42.995128378363496,-1.4924721412410662,1.0,-0.2178721786700894,0.08068263215070272,-0.2985548108207921,22.454384097250923,22.151812465991068,-0.30257163125985903,1.4142135623730951,1.4142135623730951,0.0,1.0,1.0,1,0,-0.21911480487477467,0.07688662111078852,0.2997974370254774,-0.12439724518885352,-0.2342759307113874,0
518,518,Yam13_cho_0316_2,4,25,0.0007594897178933023,-7.182863774014421,0.9968561089450836,0.9967277055885592,-0.00012840335652430923,42.53904130628649,34.855371516259176,-7.6836697900273085,4.123105625617661,-0.3037543489287733,-0.20510980183700464,-0.0986445470917687,17.689750886921505,15.311041657264488,-2.3787092296570176,1.0,1.0,0.0,4.123105625617661,4.123105625617661,0,1,-0.11437871224561792,-0.08587664353539458,-0.09073108959138672,0.018423359671015327,0.05207220131120344,0
519,519,Yam13_cho_0316_2,4,47,0.3570825457572937,-1.0297883033211972,0.05515287581902795,0.01644296210649987,-0.038709913712528084,-3.257922762243688,-7.391980566913954,-4.134057804670267,10.295630140987,-0.99659012986844,-0.996695016990126,0.00010488712168599257,6.429439793059182,7.5750506262868225,1.1456108332276411,3.1622776601683795,3.1622776601683795,0.0,10.295630140987,10.295630140987,2,1,-0.7617109680139287,-0.6090753894070494,-0.2349840489761974,0.004751065376132471,-0.01394743461051326,2
520,520,Yam13_cho_0316_2,4,39,0.0024523125030100346,-6.010723820819366,0.9963365069406772,0.9965921020025038,0.00025559506182670777,30.89504833157769,29.15673723515667,-1.738311096421025,0.0,-0.6658947911722427,-0.7204692611519822,0.05457446997973947,14.740357814210169,13.726596330879334,-1.013761483330839,1.4142135623730951,1.4142135623730951,0.0,0.0,0.0,0,0,-0.2856149361600312,-0.3022420303834023,-0.434854324991951,0.028868131019235257,-0.005547504911748824,8
521,521,Yam13_cho_0316_2,4,65,0.001,-6.907755278982138,0.0014237464303675784,0.0011943309513490208,-0.0002294154790185576,-12.592990691518779,-15.447375255264216,-2.854384563745436,8.48528137423857,0.014664868089714263,-0.028565988128127887,0.04323085621784215,4.837834577290994,4.931472158694443,0.09363758140345002,1.4142135623730951,1.4142135623730951,0.0,8.48528137423857,8.48528137423857,0,0,0.1858588542758792,0.18020849454443355,-0.21442484240400708,0.016183194540391202,-0.005966273537909933,2
522,522,Sat08_Kob_0302_2,4,27,0.0009631155990064144,-6.94533711286533,0.9973505891293164,0.9977772101003229,0.00042662097100676366,45.094319280992174,43.646217272655896,-1.4481020083362637,0.0,0.729121781333586,0.7269151777204609,0.0022066036131249693,17.96215041737162,16.985030107181142,-0.9771203101904824,1.4142135623730951,1.4142135623730951,0.0,0.0,0.0,0,0,0.8911711828150262,0.8898742907384305,-0.16425600509456514,0.0054415167333981,0.005250323904711463,7
523,523,Sat08_Kob_0302_2,4,89,0.0030471032951027155,-5.793563878961541,0.002141197754982227,0.0034084795988571503,0.0012672818438749234,-4.2973355197995176,-6.449511432868954,-2.152175913069436,1.4142135623730951,-0.9992720342137892,-0.9980875580096348,-0.0011844762041542944,3.0739881882940425,3.9130850162102484,0.8390968279162063,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,0,3,0.17585485787358734,0.17582908766690625,-1.1739424158832223,9.644386420817884e-05,-0.0005935429814711847,7
524,524,Sat08_Kob_0302_2,4,35,0.0020581402350217104,-6.1859525024818325,0.9971544725822116,0.9973886922066711,0.00023421962445979721,48.97903883168139,47.35094604325286,-1.628092788428539,2.23606797749979,0.9313821347384588,0.9405563513961244,-0.0091742166576656,18.397389044409454,15.964657171345515,-2.4327318730639416,1.0,1.0,0.0,2.23606797749979,2.23606797749979,0,0,0.7876643683464439,0.816645889064864,0.15289198304968032,0.020606431197600802,0.040805624976943684,8
525,525,Sat08_Kob_0302_2,4,43,0.001,-6.907755278982138,0.9974542259333268,0.9937163519012784,-0.003737874032048505,55.43190507915924,19.868539973640694,-35.56336510551854,3.1622776601683795,0.9812894634834568,-0.5917001174119589,1.5729895808954155,14.280170250205314,13.576588015807012,-0.7035822343983043,1.0,1.0,0.0,3.1622776601683795,3.1622776601683795,4,8,0.9641087857933276,-0.15688026789062895,-1.5558089032052866,-0.004103165892892446,-0.010148860742669212,7
526,526,Sat08_Kob_0302_2,4,51,0.002514917170628905,-5.985515410116353,0.9910654936235916,0.8566824221230713,-0.1343830715005202,15.781993574128046,4.9805674048906985,-10.801426169237349,5.0990195135927845,0.7741626100114214,0.9342344463556568,-0.16007183634423527,10.19865169087302,10.312119419339886,0.11346772846686724,3.6055512754639887,3.6055512754639887,0.0,5.0990195135927845,5.0990195135927845,2,5,0.2272891589304712,0.3297762400250445,0.7069452874251855,-0.00026347503155224605,-0.006057525451453383,6
527,527,Sat08_Kob_0302_2,4,39,0.008109796792268753,-4.814682467609084,0.9968747971227,0.9976705000184488,0.0007957028957485957,51.23539136567539,47.96841083098783,-3.266980534687562,2.23606797749979,0.8235838794726509,0.8755508621997234,-0.051966982727072564,16.038120740205493,16.83936676487881,0.8012460246733148,1.4142135623730951,1.4142135623730951,0.0,2.23606797749979,2.23606797749979,0,1,0.8499738899862703,0.9002353345720331,0.02557697221345312,0.022818958803564937,0.04769540786377008,1
528,528,Sat08_Kob_0302_2,4,13,0.001,-6.907755278982138,0.9973012989503938,0.9975496461006904,0.0002483471502967572,40.68241913035565,39.4214781611259,-1.2609409692297504,0.0,-0.3347043657339692,-0.3259720034740728,-0.008732362259896431,19.33737196430886,18.429417014043985,-0.9079549502648768,2.8284271247461903,2.8284271247461903,0.0,0.0,0.0,0,0,0.050610278229539014,0.0650955575964508,-0.3765822817036118,-0.056028230548731885,-0.15299861810364285,2
529,529,Mas04_cho_0327_2,4,7,0.00270291930064559,-5.9134228676105405,0.9977260507689684,0.9976563884891608,-6.96622798072033e-05,59.03315999109153,56.56368133738482,-2.4694786537066946,1.0,0.07976396351780278,0.11484812535754853,-0.03508416183974576,26.597242929923915,26.51903085472507,-0.0782120751988451,2.23606797749979,2.23606797749979,0.0,1.0,1.0,0,0,0.3923511692656804,0.4386466046712271,-0.2775030439081319,0.0259147174432256,0.014273912084168894,3
